"Node","X_Coord","Y_Coord"
4399,-157.748243671001,21.2881251725329
4419,-157.747927366975,21.2912127547884
4420,-157.747789588964,21.2912275177896
4778,-157.747271298921,21.2933645239664
4779,-157.746789924881,21.2948674660907
4780,-157.746492172857,21.2949925551011
5391,-157.752036836315,21.2903724327189
7099,-157.756095947651,21.2993166174589
7660,-157.756935441721,21.282941483104
7670,-157.754072676484,21.2805875359093
7671,-157.747481482938,21.2797073068364
7713,-157.754804600544,21.2957265951619
7714,-157.753046684399,21.2897186396647
7715,-157.752388120344,21.2889865816042
7716,-157.755417212595,21.288755224585
7725,-157.762542471185,21.2850193542759
7795,-157.7542684545,21.2967013852425
7802,-157.757075118732,21.2969071772595
7803,-157.75716353774,21.2971922882831
7806,-157.7470162499,21.2902434387082
7807,-157.760885069047,21.2898317976741
8026,-157.748192729997,21.294193541035
8634,-157.754519158521,21.2841010641999
8635,-157.754137462489,21.2837973621748
8647,-157.758758514871,21.2812535769643
8648,-157.749507960106,21.2795382688224
8649,-157.758963621888,21.277732223673
8661,-157.76115981207,21.2786461967486
8684,-157.753128507406,21.2879922325219
8685,-157.757609719776,21.2879678285199
8693,-157.754191208494,21.2856988453321
8759,-157.746451743853,21.282312708052
8762,-157.761043608061,21.2912557437919
8771,-157.763435881258,21.2899340496826
9558,-157.756592210692,21.2840250381936
9559,-157.75681242371,21.2820647480315
9560,-157.754850739548,21.2819836010248
9572,-157.748909194057,21.2812565219646
9573,-157.755404846594,21.2755959754962
9611,-157.756332282671,21.2918065808375
9612,-157.752923595389,21.2913100527964
9621,-157.763749368284,21.2900170546894
9622,-157.763421430257,21.2866223504085
9678,-157.753856383466,21.2969287662613
9714,-157.75632737867,21.300648267569
9888,-157.748823544049,21.292839699923
10528,-157.750268956169,21.2811025749518
10529,-157.756120789653,21.2744597784022
10530,-157.759776161956,21.2837806211734
10569,-157.754698708536,21.2907287587483
10570,-157.753857970466,21.2891434536172
10578,-157.7542694885,21.2847688512552
10579,-157.75741264076,21.2845628732381
10580,-157.76478816137,21.2874317364755
10581,-157.761190653073,21.2863585533867
10582,-157.761023456059,21.2862190353752
10630,-157.746454283853,21.2855422833192
10643,-157.756213717661,21.2972610532888
10674,-157.754472741517,21.2988800544228
11147,-157.747218224917,21.2851157042839
11448,-157.757306565751,21.2823093340517
11459,-157.758569334856,21.2750268374492
11505,-157.753529501439,21.2875185134827
11561,-157.74616950883,21.288284035546
11563,-157.745723559793,21.2848820092645
11564,-157.747340146927,21.2877363085007
11574,-157.760983370056,21.2898277516738
11608,-157.755367341591,21.2998660835044
11720,-157.748368889012,21.2886781095787
11721,-157.746788712881,21.2910126687718
12084,-157.753712588454,21.2823315050535
12342,-157.750555987193,21.2794048618114
12348,-157.760644904028,21.2807957199265
12349,-157.7615217681,21.2773085956379
12374,-157.756781408708,21.2901973387043
12375,-157.753015534396,21.2896833436618
12383,-157.75257414036,21.2864311533928
12438,-157.753267666417,21.2779888316942
12598,-157.747963564978,21.2899980976879
12990,-157.760049323978,21.2814954819843
13245,-157.747222498917,21.2789452177734
13246,-157.756899167718,21.2835665931557
13293,-157.753042805399,21.2931391079478
13294,-157.757209283743,21.2901190316979
13295,-157.756100274652,21.2880014605227
13296,-157.752847975382,21.2877865125049
13305,-157.75221009133,21.2846877542485
13306,-157.760887051048,21.286336677385
13307,-157.761229002076,21.2862564293783
13308,-157.761238151077,21.2859680393544
13309,-157.763887237296,21.2846302662437
13349,-157.747394479931,21.2881395645341
13358,-157.762010795141,21.2935209259794
13571,-157.746080921823,21.2949038450938
14200,-157.756998315726,21.2828862380994
14209,-157.754182385493,21.2812897899673
14254,-157.75535388259,21.2932974259609
14255,-157.754694629535,21.2932496369569
14256,-157.756971757724,21.2907708177518
14257,-157.75208965332,21.2885275045662
14258,-157.755189944576,21.2878661195115
14268,-157.762230511159,21.2867677444206
14269,-157.760546107019,21.2855698103215
14270,-157.76333966025,21.2851840682895
14326,-157.745491922774,21.2831704241229
14328,-157.745758175796,21.2844741212308
14340,-157.756461460681,21.2973885612994
14341,-157.756766622707,21.2967401212457
14343,-157.746816527883,21.2922161318714
14352,-157.763554264268,21.2908238847562
14490,-157.749167550078,21.2890401236086
14863,-157.759886891965,21.2812819709667
15135,-157.756624975695,21.2812966999679
15136,-157.747803143965,21.2813993539764
15137,-157.758842312878,21.2776019316622
15180,-157.754862959549,21.2932247909549
15181,-157.752182834327,21.2896686906606
15182,-157.757541851771,21.287933060517
15190,-157.763714709282,21.2891915916211
15191,-157.764700934363,21.2873338434674
15269,-157.761069888063,21.2915823988189
15276,-157.763133495233,21.2917129558298
15452,-157.746917041892,21.2910655407762
15487,-157.74809982999,21.293214654954
15494,-157.748878435054,21.2929009889281
15752,-157.760617682025,21.2812747389661
16063,-157.75414431949,21.2821207810361
16064,-157.748690988038,21.2817646570066
16081,-157.752226213331,21.2810906919509
16082,-157.756246383664,21.2744374444004
16083,-157.760733308035,21.2812965279679
16090,-157.75995460597,21.2808397439301
16091,-157.760938057052,21.2800085358613
16092,-157.76104024206,21.2780135656963
16125,-157.755149983573,21.2878308315085
16128,-157.751380254261,21.2848414632612
16129,-157.760640927027,21.2857383463354
16177,-157.753577247443,21.2959900931837
16194,-157.746279813839,21.2823199430526
16195,-157.745824552801,21.2937887360015
16198,-157.760892815048,21.2878092905067
16205,-157.761799198123,21.2904326997239
16210,-157.756580852691,21.2988632194214
16236,-157.756280272666,21.3009484995939
16237,-157.755872929633,21.300647603569
17004,-157.751059091234,21.2819487590219
17007,-157.755781725625,21.281249916964
17008,-157.747428674934,21.2792423977979
17009,-157.756706372702,21.276681026586
17022,-157.760947609053,21.2804584748986
17062,-157.755286275584,21.2862328343763
17119,-157.747332599926,21.2862970623817
17133,-157.746334187843,21.2816333619958
17145,-157.762159115153,21.2929899289354
17146,-157.763135307234,21.2905857587365
17669,-157.760697798032,21.2827417910875
17671,-157.75234010934,21.2846468772451
17672,-157.755947701639,21.2866690154124
18006,-157.755859294632,21.280076764867
18007,-157.757806702793,21.2759878445287
18047,-157.756502344685,21.2917682238343
18052,-157.760475373014,21.2850399512776
18088,-157.745647087787,21.2867320294176
18089,-157.755938375638,21.2913784328021
18099,-157.745995809815,21.2824019530594
18100,-157.76091456405,21.2881736265369
18107,-157.762741080201,21.2921615518669
18108,-157.763446774259,21.2917609068337
18109,-157.76333320625,21.2907415157494
18110,-157.762711347199,21.2905937937372
18111,-157.762620513191,21.2897687776689
18142,-157.752374868343,21.2857177123337
18889,-157.749385729096,21.284077801198
18890,-157.756121084653,21.2822900570501
18901,-157.752681629369,21.2807760109249
18902,-157.756466907682,21.2754012334801
18947,-157.754002900478,21.288320298549
18948,-157.755217391578,21.2879201195159
18959,-157.765005749388,21.2875171894826
19012,-157.746748182878,21.2839961591912
19013,-157.747315553925,21.2874924934806
19014,-157.749831893133,21.2836747721647
19033,-157.762622006191,21.291703592829
19819,-157.753869152467,21.283751330171
19820,-157.748145216993,21.281671567999
19825,-157.755301024585,21.2786562127495
19826,-157.757697256784,21.2760127415307
19867,-157.756543419688,21.2902378337077
19880,-157.754398371511,21.2867499544191
19881,-157.752439031349,21.2859901493563
19954,-157.745888327807,21.2856811923307
19965,-157.761088064064,21.2913939918034
19981,-157.755393932593,21.2978841433404
20265,-157.752106261321,21.2900349336909
20484,-157.754443330514,21.2820541040306
20513,-157.760489116015,21.282058309031
20748,-157.755670503616,21.2839009101834
20749,-157.753524169438,21.2838896051825
20750,-157.753697083453,21.2822812220494
20751,-157.755897163635,21.2822672130482
20762,-157.749572972111,21.2803455538892
20763,-157.747405640932,21.2798321048467
20764,-157.757156046739,21.2742614653858
20765,-157.7627262932,21.2841820292066
20773,-157.760822078042,21.2808919599344
20805,-157.75729589275,21.2867929474227
20806,-157.75378890146,21.2858635103458
20807,-157.764825433373,21.2854721663134
20862,-157.746007600816,21.2871656564535
20880,-157.764013514306,21.291800578837
20883,-157.755801943627,21.2977755423314
20910,-157.756380382675,21.3003043645406
21062,-157.747290137923,21.2949993111017
21388,-157.760221918993,21.281648124997
21389,-157.760577969022,21.2820454380299
21638,-157.751445321266,21.2832638141307
21639,-157.751340759258,21.283219246127
21640,-157.752364268342,21.2830585631137
21641,-157.755566170607,21.2817254030034
21693,-157.753258921416,21.2927874259187
21694,-157.757281412749,21.290688552745
21695,-157.752964253392,21.2902698037104
21704,-157.751413846264,21.2849526162704
21769,-157.746805569882,21.2918381828401
21774,-157.756137103655,21.2986803744063
22276,-157.750243472167,21.2769014206042
22555,-157.751661665284,21.2832085191261
22556,-157.750923896223,21.2820003890262
22609,-157.75233369434,21.2921057498623
22610,-157.757160967739,21.2889112635979
22611,-157.752471376351,21.2888203485904
22612,-157.753394269428,21.2875888554885
22618,-157.757496581767,21.284645560245
22619,-157.763284763246,21.2853036762995
22620,-157.763465254261,21.2851671692882
22621,-157.762930215217,21.2849996242743
22675,-157.756112113653,21.2964629482228
22689,-157.755592112609,21.2978298343359
22842,-157.749152531077,21.2904857247282
22878,-157.747793588964,21.291981969852
23469,-157.750454418184,21.2843352932193
23482,-157.753616833446,21.2793972098107
23529,-157.752173418327,21.2893723976361
23530,-157.755541536605,21.2886204285739
23544,-157.752489833353,21.2856912983315
23545,-157.753771657459,21.2843926102241
23546,-157.760697321032,21.2865077923991
23611,-157.746201964833,21.2844350602276
23612,-157.747423872934,21.2844866272318
23625,-157.745830912802,21.2877132214988
23650,-157.755945131639,21.2992663304547
23657,-157.754586371526,21.2836447221622
25351,-157.747230706918,21.2849795292726
25353,-157.752293138337,21.2825624650727
25354,-157.754817227545,21.2819041350182
25370,-157.751075263236,21.279037801781
25372,-157.76067605703,21.2817348640042
25418,-157.755036306563,21.2954949831427
25419,-157.752683917369,21.2930164609376
25420,-157.752790970378,21.2924548388912
25421,-157.754279264501,21.289709490664
25422,-157.753293502419,21.2881284425332
25430,-157.752660132367,21.286385298389
25491,-157.746435709852,21.2873749724708
25499,-157.756377395674,21.2973007512921
25500,-157.747340218927,21.2840925241993
25527,-157.755270025583,21.298823082418
25816,-157.745737497794,21.28071730992
24122,-157.760615946025,21.2823477130549
24151,-157.760149055987,21.2814455739802
24423,-157.755582759609,21.2785704257423
24438,-157.761480989097,21.2770975326205
24463,-157.755304837586,21.29546242614
24464,-157.757399422759,21.288138867534
24472,-157.752413471346,21.2856872283312
24473,-157.754320960504,21.2856514533282
24474,-157.763758602285,21.2854000313074
24526,-157.745221124751,21.2828680300979
24527,-157.745974575814,21.2834465001458
24540,-157.756136115654,21.2742181553822
24542,-157.746141333827,21.29413322603
24552,-157.763113709232,21.2896874226622
24582,-157.755313528586,21.300695923573
24708,-157.747893813972,21.2907713227518
26301,-157.75704341573,21.2829215321024
26314,-157.750410540181,21.2805286169043
26352,-157.757156055739,21.2901129106974
26353,-157.754436631514,21.2897972336713
26420,-157.754937542555,21.2966497562383
26436,-157.745003400733,21.2805942289098
26439,-157.761068313063,21.2925538758993
26446,-157.762131375151,21.29304603194
26447,-157.762583063188,21.2895375456498
26629,-157.746905344891,21.2948895830926
26932,-157.746217614834,21.2850940312821
26968,-157.759997097974,21.2767600015925
27219,-157.756352372672,21.2843015042166
27220,-157.754535420522,21.283594621158
27265,-157.756259622665,21.2935621889828
27266,-157.756659823698,21.2902302387071
27267,-157.757301106751,21.2889829986039
27270,-157.754204380495,21.2868304914258
27271,-157.764525223349,21.2902223367064
27272,-157.762297818164,21.2880609195276
27328,-157.746232135835,21.2834542061464
27329,-157.746393481848,21.2854278483097
27330,-157.756027736646,21.2965636652311
27331,-157.756720402703,21.2963980702174
27344,-157.761181560072,21.2915993088204
27351,-157.7627240102,21.2913150467969
27354,-157.756336487671,21.2986604974046
27584,-157.746874723888,21.2953732991326
27817,-157.753849602465,21.2796850358346
27818,-157.753088444402,21.2931290009469
28120,-157.750259487168,21.2810575029481
28121,-157.760162822988,21.2837475841707
28129,-157.761613209108,21.2763835855614
28152,-157.756603969693,21.288029530525
28161,-157.761561709103,21.2866710194126
28162,-157.763627716274,21.284366912222
28215,-157.746862983887,21.2888935385965
28216,-157.755325858587,21.2966415572375
28217,-157.756299268668,21.2964500682217
28257,-157.754762666541,21.2991117174419
28430,-157.747840375968,21.292961192933
29034,-157.754528741521,21.2836365511615
29073,-157.752553062358,21.2924441198903
29074,-157.755740362622,21.2902799317112
29075,-157.75595515464,21.2900571336928
29076,-157.753034508398,21.2895346736495
29077,-157.753132300406,21.289239055625
29079,-157.757330040753,21.2881327455335
29080,-157.756495808684,21.2879385495175
29081,-157.755365279591,21.2877446045014
29092,-157.762097397148,21.2871213214498
29143,-157.746299595841,21.2883629745526
29144,-157.746758063879,21.2888230595906
29154,-157.746839040885,21.2897929556709
29155,-157.761024570059,21.2919759498515
29295,-157.748314043007,21.2890105326061
29339,-157.748609577032,21.2933683089667
29924,-157.756494536684,21.2842547622126
29944,-157.760578917022,21.2800565838653
29972,-157.754722345538,21.2957309041622
29973,-157.755673553616,21.2925403718982
29974,-157.757131055737,21.2903552137174
29975,-157.757869711798,21.2892837396288
29976,-157.753110210404,21.2890550966098
29977,-157.753168237409,21.2879471265182
29978,-157.753836634464,21.2876251244915
29984,-157.756541099688,21.2862995983818
29985,-157.749270865086,21.2846976502493
29986,-157.762187987155,21.2874094064737
30055,-157.760963302054,21.291184441786
30092,-157.755566555607,21.2991893364484
30093,-157.755542200605,21.2998226595008
30257,-157.747834579968,21.291812075838
30602,-157.760000366974,21.2815345259876
30879,-157.753373855426,21.2839878331906
30880,-157.755321557587,21.2837726061728
30881,-157.754837097547,21.2818949910174
30882,-157.748743924043,21.2817243900033
30889,-157.751272002252,21.2804408198971
30890,-157.75003954015,21.2799879378596
30891,-157.757143208738,21.2740307853667
30935,-157.755865470632,21.2934472189733
30936,-157.754705047536,21.29111206378
30946,-157.756837872713,21.2871239164501
30947,-157.755794730626,21.2867095914158
31009,-157.756484272683,21.2977393433284
31010,-157.748521396024,21.2784749907344
31846,-157.749456076102,21.2837288721691
31847,-157.752853911383,21.2828610740974
31848,-157.747951066977,21.2818018500097
31849,-157.748309160007,21.2815535069892
31856,-157.753820412463,21.2806101759111
31857,-157.75439058051,21.2803895368929
31902,-157.764528457349,21.2893476776341
31903,-157.764471984344,21.2851676032882
31957,-157.745763155796,21.28518886429
31958,-157.746605174866,21.2857666233377
31983,-157.756048414647,21.2981635623635
32005,-157.756421671678,21.2999986655153
32006,-157.754528373521,21.2995461554779
32431,-157.761971668137,21.2783158877213
32732,-157.756625573695,21.284053864196
32776,-157.752900787387,21.2930926799439
32777,-157.755068881566,21.2889134555981
32778,-157.757277675749,21.2880478675265
32784,-157.755920819637,21.2868381284264
32785,-157.751392667262,21.2848834832647
32786,-157.76406418331,21.2869370674346
32787,-157.760373359005,21.2861368293684
32855,-157.74532517076,21.2817119340023
32856,-157.746586687864,21.2925991549031
32865,-157.7627234052,21.2916907788279
32866,-157.762418710174,21.2891768186199
32898,-157.759762071954,21.2811583289565
33629,-157.75462710853,21.2836536421629
33679,-157.755642177614,21.2925570008996
33680,-157.757081697733,21.2902284877069
33681,-157.754315638504,21.2892524366262
33682,-157.754693076535,21.2890336646081
33683,-157.755679294617,21.2874657334784
33691,-157.754929526555,21.2865346694013
33692,-157.760688271031,21.2873344414675
33693,-157.762464974178,21.2866323694094
33750,-157.756828025712,21.2963850732164
33758,-157.75693109672,21.2960684931901
33771,-157.75656374469,21.2986393344029
34528,-157.760634078027,21.2820522850304
34619,-157.757039778729,21.2937838880011
34620,-157.752313090338,21.2923507898826
34621,-157.75595954164,21.2916244538225
34622,-157.757019040728,21.2901507777005
34623,-157.75414565449,21.2883634145526
34635,-157.752430256348,21.2850120922753
34636,-157.762344042168,21.2887685405861
34637,-157.760573196022,21.2865247134005
34638,-157.76478236237,21.2855439383193
34639,-157.764114478315,21.284875679264
34678,-157.747601579948,21.2808190499284
34710,-157.745377025764,21.2818091100103
34711,-157.746312472842,21.28192652202
34712,-157.745035590736,21.2804743628999
34727,-157.762684191196,21.2902871217118
35247,-157.759968644972,21.2812022789601
35528,-157.750418513181,21.2834206811436
35529,-157.759657794946,21.2818401410129
35541,-157.755619202612,21.281176814958
35542,-157.750308768172,21.280572725908
35543,-157.75402201248,21.2797033758361
35544,-157.749526283108,21.2795584488241
35545,-157.750480473187,21.2793357338057
35579,-157.755903155635,21.2901958417042
35587,-157.754290146502,21.2869190124331
35588,-157.753564094442,21.2859285603512
35589,-157.760852386045,21.287110165449
35643,-157.74714366991,21.2885564235686
35652,-157.761026415059,21.2908369777573
35829,-157.748173907996,21.2896622866601
35869,-157.748384932013,21.2919146108464
35938,-157.752048310316,21.2909720157684
36445,-157.75571964062,21.2819392090211
36457,-157.75572458862,21.2811662579571
36504,-157.754453883515,21.295764769165
36505,-157.752728474373,21.2927202269131
36506,-157.756070400649,21.2885273685662
36507,-157.753172335409,21.2879107855152
36513,-157.757405256759,21.2870454884436
36514,-157.752509572354,21.285962357354
36587,-157.746502529857,21.2890758266116
36588,-157.74750666594,21.2868833354302
36589,-157.746687913873,21.2858948113484
36606,-157.762583818188,21.2925241048969
36634,-157.755436043597,21.3005978235649
36749,-157.747765201962,21.2889761276033
36751,-157.747770023962,21.2913180267971
36949,-157.746991369898,21.2780424966987
37398,-157.754046003482,21.2805107169029
37412,-157.761486114097,21.2780158646964
37453,-157.754725406538,21.295656559156
37510,-157.747119433908,21.2904873367283
37743,-157.752030302315,21.2905410777328
38272,-157.754401154511,21.2804345888966
38273,-157.755878994633,21.2801525618733
38274,-157.755568543608,21.2785083357372
38280,-157.761100170065,21.2787482257571
38311,-157.752916947388,21.290894272762
38312,-157.753819040463,21.2906931167454
38313,-157.757826131794,21.2894395576417
38314,-157.754252928499,21.2892083196225
38326,-157.756431210679,21.287256300461
38327,-157.752690029369,21.2865102553993
38328,-157.756832397712,21.2850970772824
38329,-157.754180097493,21.2846529702456
38330,-157.764339723333,21.2877479005017
38395,-157.756606670693,21.2972791632903
38411,-157.755283126584,21.2979495023458
38430,-157.756229414662,21.2999929245149
38588,-157.747713193958,21.2919707508511
39190,-157.762233357159,21.2840910631991
39197,-157.760808032041,21.2784586687331
39224,-157.753330426422,21.2928436849233
39225,-157.754085532485,21.2891905236211
39236,-157.754667711533,21.2855141553169
39303,-157.760935336052,21.2891409486169
39312,-157.76188220013,21.290398267721
39313,-157.764249946326,21.2909155637638
39460,-157.74907749107,21.2889199045987
39461,-157.747816098966,21.289999260688
39462,-157.748216425999,21.289697365663
40132,-157.754421301513,21.2910682457764
40133,-157.754594370527,21.2905452597332
40134,-157.752278062335,21.2893702946359
40143,-157.755406108594,21.2870351094427
40144,-157.750772852211,21.2847037302498
40145,-157.754460037516,21.284549201237
40146,-157.760456706012,21.2854564483121
40222,-157.761927779134,21.2907092847467
40250,-157.749331663091,21.2843516542207
40419,-157.747901751973,21.2913119497966
40420,-157.74773719796,21.2923461308822
40739,-157.760200240991,21.2820936590339
41030,-157.7578974538,21.2763933815622
41060,-157.755192802576,21.29461625207
41061,-157.75330651442,21.2882512665433
41072,-157.753962831475,21.286144023369
41073,-157.752284831336,21.2853299593016
41074,-157.76321852724,21.2890536746097
41075,-157.764462118343,21.2876659394949
41136,-157.746384014848,21.288126877533
41143,-157.760931960051,21.2884667695612
41152,-157.763999545305,21.2918912538445
41154,-157.754706121536,21.2980796943565
41914,-157.757062614731,21.2835267431524
41930,-157.760771193038,21.278409486729
41953,-157.752595381362,21.29304499894
41954,-157.756712265702,21.290713274747
41955,-157.75293495139,21.2902273707068
41956,-157.757319155752,21.2898404836748
41957,-157.755911312636,21.2897035186635
41958,-157.755860384632,21.2896379336581
41959,-157.753085322402,21.2892279966242
41960,-157.752307170338,21.2890905756128
41973,-157.764430364341,21.2896150846562
41974,-157.763294290247,21.2864589973951
41976,-157.76381835529,21.2845419262364
42043,-157.745875697806,21.2835153721515
42046,-157.74677767988,21.2861274533676
42095,-157.753917786471,21.2847644012548
42844,-157.748779949046,21.2816975600011
42854,-157.749988474146,21.2800077768613
42866,-157.760721519034,21.2808685669325
42902,-157.757474152765,21.2907025117461
42903,-157.752606324362,21.2889207285987
42904,-157.753591036444,21.28760667349
42912,-157.76043242601,21.285938469352
42998,-157.761651020111,21.2937277139965
43117,-157.749104199073,21.2899345976826
43118,-157.74918916508,21.2900185626896
43119,-157.747849127969,21.2903114117138
43260,-157.752067414318,21.2902085567053
43754,-157.75753627777,21.2828300910948
43755,-157.754241562498,21.2821146620356
43756,-157.756595137692,21.2813570689729
43757,-157.754324034505,21.2813306469707
43765,-157.749600794114,21.2804357188967
43766,-157.756357826673,21.2754272484823
43767,-157.758687608866,21.2749908114462
43769,-157.760782585039,21.2817006920013
43810,-157.763378904254,21.2890994106135
43856,-157.747770749962,21.2807813209253
43873,-157.745955362812,21.2857836583391
43875,-157.746394512848,21.2842234352101
43889,-157.746213118833,21.2897998826714
43897,-157.763293099247,21.289890659679
44023,-157.748265735003,21.2895662316521
44024,-157.747964547978,21.2899063056803
44655,-157.757459939764,21.2828127750934
44656,-157.754646417531,21.281974327024
44678,-157.761585528105,21.2762469125501
44717,-157.755794730626,21.2867095914158
44718,-157.763392419255,21.28639773439
44719,-157.760518428017,21.2856577133288
44795,-157.761586366105,21.2938139980036
44796,-157.762670833195,21.2899977456879
44799,-157.754595415527,21.298084991357
44800,-157.756535613688,21.2980332333527
45015,-157.746711109875,21.2935567479823
45146,-157.74604676282,21.2807752049248
45578,-157.756992399725,21.2826879790831
45579,-157.756100269652,21.2822219790445
45587,-157.752612751363,21.2809089939358
45588,-157.755635586613,21.2803713828914
45589,-157.762569558187,21.2841584712047
45628,-157.752025017314,21.2885362475669
45638,-157.754727757538,21.2864993463984
45639,-157.763677673278,21.2891625696187
45640,-157.764989349387,21.2881310365334
45641,-157.763463737261,21.2870284604422
45703,-157.746806828883,21.2852068842914
45704,-157.760998884057,21.2885254885661
45713,-157.761789093122,21.2938358800054
45715,-157.76248715618,21.2895958366546
45717,-157.756714711702,21.2989507744286
45745,-157.754687188535,21.2757692575105
46467,-157.751680226286,21.2839613741884
46468,-157.750496621188,21.2834760061482
46477,-157.750169788161,21.2802564098818
46478,-157.747594818948,21.2799853478594
46479,-157.7566834397,21.2763380875576
46513,-157.754900047552,21.2955168711445
46514,-157.754727781538,21.2913511037998
46515,-157.754444504515,21.2910242127728
46516,-157.754184326493,21.2885121485649
46517,-157.753200275412,21.2881101745317
46532,-157.756313096669,21.2874124404739
46533,-157.756492800684,21.286421836392
46534,-157.760230624993,21.285177976289
46590,-157.745404553767,21.2860899143645
46591,-157.747371284929,21.2870753394461
46595,-157.753937788473,21.2949972091015
46606,-157.751174405244,21.2787990087613
46619,-157.76236687317,21.2927483729154
46620,-157.762478095179,21.2923598408833
46621,-157.763879933295,21.2917658398341
46771,-157.746865287887,21.2909145797637
47148,-157.760204419991,21.2814207889782
47426,-157.755709441619,21.28011314987
47469,-157.75293914839,21.2890339826081
47476,-157.762780399204,21.2891186056151
47515,-157.751829137298,21.2787141737542
47528,-157.746765339879,21.2838796311816
47537,-157.760838957044,21.2907152757472
47569,-157.75475519354,21.2988086544169
47744,-157.748844113051,21.2927469909153
47745,-157.747758096961,21.2941468510311
47746,-157.74749907294,21.2926251609052
48341,-157.756417770678,21.2842743282143
48342,-157.752652084366,21.2824163410606
48347,-157.75076825721,21.2793666818082
48348,-157.755407697594,21.2785327257392
48394,-157.754797184544,21.294664252074
48395,-157.756882422716,21.2937385289974
48396,-157.75559920961,21.2888242475908
48404,-157.755712382619,21.2867731314211
48405,-157.757563214773,21.2867735274211
48406,-157.761943800135,21.2871985484562
48465,-157.745640182786,21.2807278479208
48473,-157.764489506346,21.290954770767
48614,-157.748737145042,21.2892212186236
48968,-157.760626967026,21.2800837298676
