"Name","Invert_Elev","MaxDepth","InitDepth","SurDepth","Aponded"
57557,1001.3219219,4.5,0,0,4.5
57616,919.83036,0,0,0,0
57622,124.9528194,5,0,0,5
57626,264.4570919,0,0,0,0
57627,268.4284664,0,0,0,0
57628,171.3490597,6.6,0,0,6.6
57648,700.7733456,0,0,0,0
57649,707.0466915,0,0,0,0
57775,344.5554806,0,0,0,0
58419,995.3141457,4.4,0,0,4.4
58420,1008.3859154,6.2,0,0,6.2
58421,1010.4985395,3.7,0,0,3.7
58431,1022.8913659,5.4,0,0,5.4
58432,1024.6900681,0,0,0,0
58433,1022.0655957,0,0,0,0
58434,1025.3775821,0,0,0,0
58435,649.3538509,5,0,0,5
58448,1005.2572552,0,0,0,0
58475,934.1894222,0,0,0,0
58482,404.837524,9,0,0,9
58483,362.1874996,0,0,0,0
58542,836.0767513,0,0,0,0
58547,945.7722241,11.2,0,0,11.2
58562,191.0654293,8,0,0,8
58563,227.6762081,0,0,0,0
58565,747.8577877,0,0,0,0
58764,85.8362423000001,0,0,0,0
58765,248.1817013,9.4,0,0,9.4
59089,1010.9334417,0,0,0,0
59090,648.9848324,0,0,0,0
61448,1021.4563814,0,0,0,0
61449,1020.9651733,0,0,0,0
190506,885.0754696,0,0,0,0
190507,912.7105633,0,0,0,0
190508,910.8934017,0,0,0,0
