"Name","Rain_gage","Outlet","Area","Imperv","Width","Slope","CurbLen","SnowPack"
2129,"R1","O1",2040.21234130859,0,191.319827186825,0.5,0,0
2133,"R1","O1",42429.9443206787,0,1207.25293163939,0.5,0,0
