"Name","Nodes2","Nodes1","Length","Roughness","InOffset","OutOffset","InitFlow","MaxFlow"
25722,19881,36514,0,0.01,0,0,0,0
25760,51140,46533,0,0.01,0,0,0,0
25778,NA,12438,0,0.01,0,0,0,0
25809,46534,40146,0,0.01,0,0,0,0
25810,18052,2658,0,0.01,0,0,0,0
25830,2286,2287,0,0.01,0,0,0,0
25842,45587,2276,0,0.01,0,0,0,0
25944,48347,2282,0,0.01,0,0,0,0
26298,50471,11720,0,1.28,0,0,0,0
27081,12375,7714,0,0.01,0,0,0,0
27082,41958,29075,0,0.01,0,0,0,0
27083,41958,41957,0,0.01,0,0,0,0
27084,15181,56628,0,0.01,0,0,0,0
27362,2653,2649,0,0.01,0,0,0,0
27369,57557,50247,0,0.01,0,0,0,0
27372,39312,16205,0,0.01,0,0,0,0
27430,9622,50249,0,0.01,0,0,0,0
27447,30946,56638,0,0.01,0,0,0,0
27469,43897,8771,0,0.01,0,0,0,0
27471,45628,14257,0,0.01,0,0,0,0
27485,23530,50236,0,0.01,0,0,0,0
27493,38312,56625,0,0.01,0,0,0,0
27569,23469,40144,0,0.01,0,0,0,0
27582,10582,2656,0,0.01,0,0,0,0
27586,26436,34712,0,0.01,0,0,0,0
27587,17133,32855,0,0.01,0,0,0,0
27590,28215,29144,0,0.01,0,0,0,0
27591,36588,46591,0,0.01,0,0,0,0
27594,10643,25499,0,0.01,0,0,0,0
27648,45713,42998,0,0.01,0,0,0,0
27664,54869,51204,0,0.01,0,0,0,0
27665,50322,26439,0,0.01,0,0,0,0
27732,33771,16210,0,0.01,0,0,0,0
27769,39313,48473,0,0.01,0,0,0,0
27832,14209,43757,0,0.01,0,0,0,0
27833,9572,55706,0,0.01,0,0,0,0
27839,NA,3099,0,0.01,0,0,0,0
28092,46771,37510,0,2,0,0,0,0
28117,38588,22878,0,8,0,0,0,0
28173,NA,25816,0,0.01,0,0,0,0
28249,43260,5391,0,0.01,0,0,0,0
28968,25419,41953,0,0.01,0,0,0,0
28975,18142,24472,0,0.01,0,0,0,0
28977,54757,2205,0,0.01,0,0,0,0
29053,13305,34635,0,0.01,0,0,0,0
29107,44024,12598,0,1.19,0,0,0,0
29108,4397,50471,0,1.32,0,0,0,0
29119,10570,50234,0,0.01,0,0,0,0
29145,25420,53049,0,0.01,0,0,0,0
29146,22609,50230,0,0.01,0,0,0,0
29148,32784,30947,0,0.01,0,0,0,0
29205,NA,24438,0,0.01,0,0,0,0
29206,12374,33680,0,0.01,0,0,0,0
29243,2634,35587,0,0.01,0,0,0,0
29279,18889,40250,0,0.01,0,0,0,0
29312,41930,58448,0,0.01,0,0,0,0
29337,2642,56639,0,0.01,0,0,0,0
29353,3105,24526,0,0.01,0,0,0,0
29434,30891,2293,0,0.01,0,0,0,0
29443,51204,55821,0,0.01,0,0,0,0
29444,35652,30055,0,0.01,0,0,0,0
29507,3226,32865,0,0.01,0,0,0,0
29513,16237,36634,0,0.01,0,0,0,0
29547,27329,19954,0,0.01,0,0,0,0
29608,14343,32856,0,0.01,0,0,0,0
29681,31848,15136,0,0.01,0,0,0,0
29682,2210,43756,0,0.01,0,0,0,0
29683,37398,38272,0,0.01,0,0,0,0
29872,11721,15452,0,0.01,0,0,0,0
29889,55994,51448,0,0.48,0,0,0,0
29890,28430,15487,0,0.29,0,0,0,0
29902,40420,22878,0,1.14,0,0,0,0
29903,47746,55993,0,0.34,0,0,0,0
29904,NA,51448,0,0.01,0,0,0,0
30018,20265,43260,0,0.01,0,0,0,0
30426,NA,54921,0,0.01,0,0,0,0
30851,33692,16198,0,0.01,0,0,0,0
30871,17004,52990,0,0.01,0,0,0,0
30876,13246,41914,0,0.01,0,0,0,0
30885,29034,23657,0,0.01,0,0,0,0
30901,2572,12375,0,0.01,0,0,0,0
30974,3228,58482,0,0.01,0,0,0,0
31046,29075,35579,0,0.01,0,0,0,0
31047,57545,26352,0,0.01,0,0,0,0
31075,39197,8661,0,0.01,0,0,0,0
31090,24438,12349,0,0.01,0,0,0,0
31139,49231,2290,0,0.01,0,0,0,0
31140,2292,51090,0,0.01,0,0,0,0
31185,56701,34711,0,0.01,0,0,0,0
31186,36589,53969,0,0.01,0,0,0,0
31268,2197,46467,0,0.01,0,0,0,0
31292,2573,56627,0,0.01,0,0,0,0
31296,8762,19965,0,0.01,0,0,0,0
31330,44678,28129,0,0.01,0,0,0,0
31353,31983,44800,0,0.01,0,0,0,0
31354,52424,38430,0,0.01,0,0,0,0
31466,28257,54921,0,0.01,0,0,0,0
31479,28120,10528,0,0.01,0,0,0,0
31480,58431,52990,0,0.01,0,0,0,0
31481,35542,58431,0,0.01,0,0,0,0
31691,11720,4396,0,0.48,0,0,0,0
31722,58764,47745,0,0.83,0,0,0,0
31723,8026,58764,0,0.58,0,0,0,0
32360,30602,35529,0,0.01,0,0,0,0
32361,52746,14863,0,0.01,0,0,0,0
32658,21704,32785,0,0.01,0,0,0,0
32695,26968,55718,0,0.01,0,0,0,0
32704,34639,31903,0,0.01,0,0,0,0
32716,41959,29976,0,0.01,0,0,0,0
32761,8661,54778,0,0.01,0,0,0,0
32771,30936,49272,0,0.01,0,0,0,0
32955,57506,15137,0,0.01,0,0,0,0
32984,55820,55837,0,0.01,0,0,0,0
32992,53969,3113,0,0.01,0,0,0,0
33021,43766,51090,0,0.01,0,0,0,0
33049,2293,2294,0,0.01,0,0,0,0
33052,55822,27330,0,0.01,0,0,0,0
33053,3121,28216,0,0.01,0,0,0,0
33054,2866,47537,0,0.01,0,0,0,0
33130,32865,19033,0,0.01,0,0,0,0
33186,27351,56721,0,0.01,0,0,0,0
33187,39313,51228,0,0.01,0,0,0,0
33191,25372,43769,0,0.01,0,0,0,0
33267,45587,18901,0,0.01,0,0,0,0
33268,31856,2277,0,0.01,0,0,0,0
34460,41075,15191,0,0.01,0,0,0,0
34471,2645,31902,0,0.01,0,0,0,0
34492,55758,15182,0,0.01,0,0,0,0
34497,48404,40143,0,0.01,0,0,0,0
34599,53064,2634,0,0.01,0,0,0,0
34648,58565,3239,0,0.01,0,0,0,0
34774,21638,46468,0,0.01,0,0,0,0
34799,2285,38274,0,0.01,0,0,0,0
34818,43889,29154,0,0.01,0,0,0,0
34819,28215,36587,0,0.01,0,0,0,0
34874,7806,37510,0,0.64,0,0,0,0
34895,55821,53970,0,0.01,0,0,0,0
34896,58542,26420,0,0.01,0,0,0,0
34897,53133,31010,0,0.01,0,0,0,0
34898,30055,8762,0,0.01,0,0,0,0
34899,39303,7807,0,0.01,0,0,0,0
34920,18006,38273,0,0.01,0,0,0,0
34921,3573,18006,0,0.01,0,0,0,0
34922,30890,42854,0,0.01,0,0,0,0
34968,NA,21769,0,0.01,0,0,0,0
34994,3489,28257,0,0.01,0,0,0,0
34995,50356,47569,0,0.01,0,0,0,0
35013,38411,41154,0,0.01,0,0,0,0
35034,8647,52996,0,0.01,0,0,0,0
35035,47426,18006,0,0.01,0,0,0,0
35043,NA,46590,0,0.01,0,0,0,0
35251,43118,22842,0,0.35,0,0,0,0
35252,43119,53274,0,0.01,0,0,0,0
35270,26629,4779,0,0.71,0,0,0,0
35288,30257,58765,0,0.98,0,0,0,0
35480,37743,53393,0,0.01,0,0,0,0
35481,20265,56998,0,0.01,0,0,0,0
35764,20484,2207,0,0.01,0,0,0,0
35766,NA,33758,0,0.01,0,0,0,0
35784,NA,26436,0,0.01,0,0,0,0
35928,27270,2634,0,0.01,0,0,0,0
35955,38395,14341,0,0.01,0,0,0,0
35965,43856,46478,0,0.01,0,0,0,0
36030,24151,12990,0,0.01,0,0,0,0
36263,55758,29079,0,0.01,0,0,0,0
36264,38327,25430,0,0.01,0,0,0,0
36265,57546,53051,0,0.01,0,0,0,0
36266,22611,42903,0,0.01,0,0,0,0
36273,2569,21694,0,0.01,0,0,0,0
36274,58419,23469,0,0.01,0,0,0,0
36287,48341,9558,0,0.01,0,0,0,0
36288,49272,40132,0,0.01,0,0,0,0
36432,38330,41075,0,0.01,0,0,0,0
36436,37453,49270,0,0.01,0,0,0,0
36437,25418,46513,0,0.01,0,0,0,0
36445,50247,32785,0,0.01,0,0,0,0
36487,33679,2565,0,0.01,0,0,0,0
36488,40132,46515,0,0.01,0,0,0,0
36553,40145,52142,0,0.01,0,0,0,0
36582,13306,10582,0,0.01,0,0,0,0
36584,11563,3099,0,0.01,0,0,0,0
36587,48465,58547,0,0.01,0,0,0,0
36636,43767,11459,0,0.01,0,0,0,0
36647,18109,14352,0,0.01,0,0,0,0
36662,2282,35545,0,0.01,0,0,0,0
36665,47537,35652,0,0.01,0,0,0,0
36666,41143,45704,0,0.01,0,0,0,0
36723,18108,57628,0,0.01,0,0,0,0
36733,24582,57648,0,0.01,0,0,0,0
36818,3099,31957,0,0.01,0,0,0,0
36820,25527,50356,0,0.01,0,0,0,0
36858,9560,25354,0,0.01,0,0,0,0
36859,2208,36445,0,0.01,0,0,0,0
36860,2274,32898,0,0.01,0,0,0,0
37426,52745,40739,0,0.01,0,0,0,0
37427,24151,21388,0,0.01,0,0,0,0
37722,15180,14255,0,0.01,0,0,0,0
37737,NA,3105,0,0.01,0,0,0,0
37738,13245,57505,0,0.01,0,0,0,0
38032,2201,58420,0,0.01,0,0,0,0
38036,36504,3120,0,0.01,0,0,0,0
38037,24463,25418,0,0.01,0,0,0,0
38058,58420,2197,0,0.01,0,0,0,0
38060,57492,2200,0,0.01,0,0,0,0
38079,14258,18948,0,0.01,0,0,0,0
38082,2568,55756,0,0.01,0,0,0,0
38083,29076,53050,0,0.01,0,0,0,0
38100,30935,27265,0,0.01,0,0,0,0
38187,33691,2636,0,0.01,0,0,0,0
38188,36514,2637,0,0.01,0,0,0,0
38190,7715,42903,0,0.01,0,0,0,0
38191,33682,32777,0,0.01,0,0,0,0
38192,32777,23530,0,0.01,0,0,0,0
38243,29079,24464,0,0.01,0,0,0,0
38267,2658,46534,0,0.01,0,0,0,0
38269,15137,2287,0,0.01,0,0,0,0
38285,19013,11564,0,0.01,0,0,0,0
38286,25351,45703,0,0.01,0,0,0,0
38331,21641,2208,0,0.01,0,0,0,0
38332,2276,31856,0,0.01,0,0,0,0
38333,35542,26314,0,0.01,0,0,0,0
38411,20749,19819,0,0.01,0,0,0,0
38412,16063,43755,0,0.01,0,0,0,0
38417,32785,13305,0,0.01,0,0,0,0
38438,49271,21693,0,0.01,0,0,0,0
38439,2563,49271,0,0.01,0,0,0,0
38440,38311,2567,0,0.01,0,0,0,0
38446,13358,45713,0,0.01,0,0,0,0
38520,3488,25527,0,0.01,0,0,0,0
38535,20883,22689,0,0.01,0,0,0,0
38575,14352,52221,0,0.01,0,0,0,0
38719,NA,15487,0,0.01,0,0,0,0
38948,4396,49508,0,0.76,0,0,0,0
39445,NA,1956,0,0.01,0,0,0,0
39446,48968,29944,0,0.01,0,0,0,0
39854,46621,20880,0,0.01,0,0,0,0
39855,57627,3225,0,0.01,0,0,0,0
39862,2644,2643,0,0.01,0,0,0,0
39863,41973,2644,0,0.01,0,0,0,0
39903,26447,18111,0,0.01,0,0,0,0
39970,40133,2568,0,0.01,0,0,0,0
39988,42903,2576,0,0.01,0,0,0,0
39992,57492,2198,0,0.01,0,0,0,0
