"subc","name","elevation","maxdepth","initdepth","surdepth","aponded"
3,316,2116.5097656,0,0,0,0
3,317,2104.8774414,0,0,0,0
3,318,2088.4812012,0,0,0,0
3,319,2085.7648926,0,0,0,0
3,320,2078.8657227,0,0,0,0
3,321,2075.6601563,0,0,0,0
3,322,2072.7138672,0,0,0,0
3,323,2064.0354004,0,0,0,0
3,324,2058.3588867,0,0,0,0
3,325,1972.3345947,0,0,0,0
3,326,1962.4267578,0,0,0,0
3,327,1945.6665039,0,0,0,0
3,328,1943.2104492,0,0,0,0
3,329,1931.6687012,0,0,0,0
3,330,1919.7540283,0,0,0,0
3,331,1901.6958008,0,0,0,0
3,332,1895.973999,0,0,0,0
3,333,1894.7790527,0,0,0,0
3,334,1862.4573975,0,0,0,0
3,335,1846.6572266,0,0,0,0
3,336,1837.2225342,0,0,0,0
3,337,1829.050293,0,0,0,0
3,338,1813.3444824,0,0,0,0
3,339,1793.9985352,0,0,0,0
3,340,1775.4245605,0,0,0,0
3,341,1717.9351807,0,0,0,0
3,342,1691.0522461,0,0,0,0
3,343,1685.9962158,0,0,0,0
3,344,1683.2163086,0,0,0,0
3,345,1678.1481934,0,0,0,0
3,346,1676.2205811,0,0,0,0
3,347,1671.1474609,0,0,0,0
3,348,1668.3575439,0,0,0,0
3,349,1652.4885254,0,0,0,0
3,350,1623.1743164,0,0,0,0
3,351,1603.1395264,0,0,0,0
3,352,1561.8787842,0,0,0,0
3,353,1547.4038086,0,0,0,0
3,354,1532.4135742,0,0,0,0
3,355,1529.7993164,0,0,0,0
3,356,1451.189209,0,0,0,0
3,357,1434.1894531,0,0,0,0
3,358,1420.0266113,0,0,0,0
3,359,1414.3845215,0,0,0,0
3,360,1409.0629883,0,0,0,0
3,361,1404.9559326,0,0,0,0
3,362,1395.7904053,0,0,0,0
3,363,1387.1080322,0,0,0,0
3,364,1383.0223389,0,0,0,0
3,365,1375.9052734,0,0,0,0
3,366,1367.8939209,0,0,0,0
3,367,1361.6151123,0,0,0,0
3,368,1352.9716797,0,0,0,0
3,369,1346.0177002,0,0,0,0
3,370,1337.5183105,0,0,0,0
3,371,1327.6032715,0,0,0,0
3,372,1314.0058594,0,0,0,0
3,373,1312.6894531,0,0,0,0
3,374,1298.055542,0,0,0,0
3,375,1296.5158691,0,0,0,0
3,376,1290.3875732,0,0,0,0
3,377,1288.9864502,0,0,0,0
3,378,1283.0362549,0,0,0,0
3,379,1279.0153809,0,0,0,0
3,380,1266.3533936,0,0,0,0
3,381,1265.3395996,0,0,0,0
3,382,1263.5661621,0,0,0,0
3,383,1256.9476318,0,0,0,0
3,384,1254.0794678,0,0,0,0
3,385,1252.8215332,0,0,0,0
3,386,1248.0921631,0,0,0,0
3,387,1246.1593018,0,0,0,0
3,388,1243.2255859,0,0,0,0
3,389,1234.5638428,0,0,0,0
3,390,1229.6630859,0,0,0,0
3,391,1226.2983398,0,0,0,0
3,392,1221.201416,0,0,0,0
3,393,1207.0201416,0,0,0,0
3,394,1203.4934082,0,0,0,0
3,395,1183.3238525,0,0,0,0
3,396,1166.472168,0,0,0,0
3,397,1154.9023438,0,0,0,0
3,398,1148.2799072,0,0,0,0
3,399,1144.0697021,0,0,0,0
3,400,1131.9128418,0,0,0,0
3,401,1098.0664063,0,0,0,0
3,402,1086.5648193,0,0,0,0
3,403,1075.180542,0,0,0,0
3,404,1057.0330811,0,0,0,0
3,405,1041.9683838,0,0,0,0
3,406,1026.4405518,0,0,0,0
3,407,1009.8494263,0,0,0,0
3,408,915.9395142,0,0,0,0
3,409,870.4741211,0,0,0,0
3,410,867.852478,0,0,0,0
3,411,842.8476563,0,0,0,0
3,412,830.7734985,0,0,0,0
3,413,818.4156494,0,0,0,0
3,414,813.2075806,0,0,0,0
3,415,808.9182129,0,0,0,0
3,416,804.1592407,0,0,0,0
3,417,786.9571533,0,0,0,0
3,418,782.1109619,0,0,0,0
3,419,777.7315674,0,0,0,0
3,420,771.7657471,0,0,0,0
3,421,757.4454346,0,0,0,0
3,422,741.0983276,0,0,0,0
3,423,728.0245972,0,0,0,0
3,424,723.7756958,0,0,0,0
3,425,717.8146973,0,0,0,0
3,426,691.3635254,0,0,0,0
3,427,679.382019,0,0,0,0
3,428,678.3121948,0,0,0,0
3,429,673.039856,0,0,0,0
3,430,664.5168457,0,0,0,0
3,431,659.8168945,0,0,0,0
3,432,654.2788696,0,0,0,0
3,433,633.6411743,0,0,0,0
3,434,607.6692505,0,0,0,0
3,435,593.4488525,0,0,0,0
3,436,557.5784912,0,0,0,0
3,437,543.7263794,0,0,0,0
3,438,498.4218445,0,0,0,0
3,439,479.8042908,0,0,0,0
3,440,467.9060669,0,0,0,0
3,441,454.6732788,0,0,0,0
3,442,438.8869934,0,0,0,0
4,443,275.5028687,0,0,0,0
6,444,-0.5507916,0,0,0,0
7,445,546.756958,0,0,0,0
7,446,491.262207,0,0,0,0
7,447,444.7092896,0,0,0,0
7,448,421.3115234,0,0,0,0
7,449,368.5662842,0,0,0,0
7,450,326.2011414,0,0,0,0
7,451,305.637207,0,0,0,0
7,452,278.5125427,0,0,0,0
7,453,176.3703766,0,0,0,0
7,454,173.510498,0,0,0,0
7,455,172.4161224,0,0,0,0
7,456,178.0163879,0,0,0,0
7,457,178.4229736,0,0,0,0
7,458,183.783432,0,0,0,0
7,459,253.7796021,0,0,0,0
7,460,181.7288971,0,0,0,0
7,461,200.6999969,0,0,0,0
7,462,240.993866,0,0,0,0
7,463,237.846817,0,0,0,0
7,464,218.3196106,0,0,0,0
7,465,183.3352509,0,0,0,0
7,466,183.6620483,0,0,0,0
7,467,183.6620483,0,0,0,0
7,468,183.6620483,0,0,0,0
8,469,86.0646896,0,0,0,0
10,470,198.1516876,0,0,0,0
14,471,214.6912537,0,0,0,0
15,472,5.0497756,0,0,0,0
15,473,5.0497756,0,0,0,0
16,474,315.9168396,0,0,0,0
17,475,118.6106186,0,0,0,0
20,476,338.5214539,0,0,0,0
24,477,422.9462585,0,0,0,0
24,478,397.2043762,0,0,0,0
24,479,385.6379395,0,0,0,0
24,480,373.9371033,0,0,0,0
25,481,149.678299,0,0,0,0
27,482,158.8630219,0,0,0,0
27,483,155.1124268,0,0,0,0
31,484,165.0800171,0,0,0,0
33,485,41.8089867,0,0,0,0
34,486,45.9492683,0,0,0,0
37,487,76.3185272,0,0,0,0
38,488,1933.6483154,0,0,0,0
38,489,1900.3912354,0,0,0,0
38,490,1882.7496338,0,0,0,0
38,491,1826.3354492,0,0,0,0
38,492,1819.4450684,0,0,0,0
38,493,1807.5622559,0,0,0,0
38,494,1802.1213379,0,0,0,0
38,495,1796.7111816,0,0,0,0
38,496,1790.081543,0,0,0,0
38,497,1779.0323486,0,0,0,0
38,498,1759.890625,0,0,0,0
38,499,1743.3914795,0,0,0,0
38,500,1722.6676025,0,0,0,0
38,501,1701.2133789,0,0,0,0
38,502,1688.8027344,0,0,0,0
38,503,1680.6663818,0,0,0,0
38,504,1671.7929688,0,0,0,0
38,505,1657.3083496,0,0,0,0
38,506,1639.8786621,0,0,0,0
38,507,1635.868042,0,0,0,0
38,508,1616.3481445,0,0,0,0
38,509,1591.5036621,0,0,0,0
38,510,1589.7631836,0,0,0,0
38,511,1581.7702637,0,0,0,0
38,512,1581.5041504,0,0,0,0
38,513,1577.2139893,0,0,0,0
38,514,1574.03479,0,0,0,0
38,515,1571.1690674,0,0,0,0
38,516,1570.213623,0,0,0,0
38,517,1568.3574219,0,0,0,0
38,518,1567.7174072,0,0,0,0
38,519,1563.1477051,0,0,0,0
38,520,1548.5703125,0,0,0,0
38,521,1528.276001,0,0,0,0
38,522,1519.3554688,0,0,0,0
38,523,1509.2338867,0,0,0,0
38,524,1505.8952637,0,0,0,0
38,525,1504.6416016,0,0,0,0
38,526,1490.5393066,0,0,0,0
38,527,1486.9686279,0,0,0,0
38,528,1485.6834717,0,0,0,0
38,529,1482.5762939,0,0,0,0
38,530,1478.6171875,0,0,0,0
38,531,1464.901001,0,0,0,0
38,532,1464.2880859,0,0,0,0
38,533,1462.3740234,0,0,0,0
38,534,1453.2338867,0,0,0,0
38,535,1449.4080811,0,0,0,0
38,536,1433.1673584,0,0,0,0
38,537,1432.2115479,0,0,0,0
38,538,1428.8654785,0,0,0,0
38,539,1422.3538818,0,0,0,0
38,540,1416.1459961,0,0,0,0
38,541,1401.9622803,0,0,0,0
38,542,1399.4755859,0,0,0,0
38,543,1394.1766357,0,0,0,0
38,544,1389.8184814,0,0,0,0
38,545,1381.755249,0,0,0,0
38,546,1378.9765625,0,0,0,0
38,547,1375.2480469,0,0,0,0
38,548,1373.371582,0,0,0,0
38,549,1373.1328125,0,0,0,0
38,550,1372.5623779,0,0,0,0
38,551,1371.1252441,0,0,0,0
38,552,1369.6069336,0,0,0,0
38,553,1367.8391113,0,0,0,0
38,554,1352.8259277,0,0,0,0
38,555,1347.7508545,0,0,0,0
38,556,1344.5941162,0,0,0,0
38,557,1342.4289551,0,0,0,0
38,558,1338.8944092,0,0,0,0
38,559,1336.6228027,0,0,0,0
38,560,1334.0158691,0,0,0,0
38,561,1330.2033691,0,0,0,0
38,562,1325.4644775,0,0,0,0
38,563,1312.9345703,0,0,0,0
38,564,1309.5979004,0,0,0,0
38,565,1302.1027832,0,0,0,0
38,566,1291.9343262,0,0,0,0
38,567,1286.1500244,0,0,0,0
38,568,1277.3548584,0,0,0,0
38,569,1272.2418213,0,0,0,0
38,570,1266.9517822,0,0,0,0
38,571,1265.6715088,0,0,0,0
38,572,1259.7926025,0,0,0,0
38,573,1255.4226074,0,0,0,0
38,574,1245.7592773,0,0,0,0
38,575,1243.6733398,0,0,0,0
38,576,1241.7979736,0,0,0,0
38,577,1235.5938721,0,0,0,0
38,578,1234.833374,0,0,0,0
38,579,1234.2333984,0,0,0,0
38,580,1233.5162354,0,0,0,0
38,581,1226.2302246,0,0,0,0
38,582,1225.4593506,0,0,0,0
38,583,1222.0211182,0,0,0,0
38,584,1217.5495605,0,0,0,0
38,585,1213.4689941,0,0,0,0
38,586,1210.3746338,0,0,0,0
38,587,1201.6866455,0,0,0,0
38,588,1181.7340088,0,0,0,0
38,589,1176.7250977,0,0,0,0
38,590,1166.9938965,0,0,0,0
38,591,1153.3106689,0,0,0,0
38,592,1150.3439941,0,0,0,0
38,593,1146.3106689,0,0,0,0
38,594,1143.6993408,0,0,0,0
38,595,1143.7902832,0,0,0,0
38,596,1140.1429443,0,0,0,0
38,597,1129.2012939,0,0,0,0
38,598,1128.4764404,0,0,0,0
38,599,1126.1071777,0,0,0,0
38,600,1116.1190186,0,0,0,0
38,601,1101.8358154,0,0,0,0
38,602,1099.1669922,0,0,0,0
38,603,1097.6951904,0,0,0,0
38,604,1087.5144043,0,0,0,0
38,605,1085.8024902,0,0,0,0
38,606,1084.2611084,0,0,0,0
38,607,1082.7506104,0,0,0,0
38,608,1080.8741455,0,0,0,0
38,609,1073.9433594,0,0,0,0
38,610,1063.8878174,0,0,0,0
38,611,1056.4261475,0,0,0,0
38,612,1046.5854492,0,0,0,0
38,613,1038.2675781,0,0,0,0
38,614,1034.1049805,0,0,0,0
38,615,1030.9285889,0,0,0,0
38,616,1025.0910645,0,0,0,0
38,617,1016.7650757,0,0,0,0
38,618,1013.289856,0,0,0,0
38,619,1004.6367798,0,0,0,0
38,620,997.3130493,0,0,0,0
38,621,988.4639893,0,0,0,0
38,622,982.1804199,0,0,0,0
38,623,974.4836426,0,0,0,0
38,624,971.3148193,0,0,0,0
38,625,966.5293579,0,0,0,0
38,626,963.7555542,0,0,0,0
38,627,963.1077271,0,0,0,0
38,628,960.7562256,0,0,0,0
38,629,953.8269043,0,0,0,0
38,630,946.2774048,0,0,0,0
38,631,942.3132935,0,0,0,0
38,632,936.8043823,0,0,0,0
38,633,929.6574707,0,0,0,0
38,634,925.5427856,0,0,0,0
38,635,917.6923218,0,0,0,0
38,636,914.0194702,0,0,0,0
38,637,911.3251343,0,0,0,0
38,638,905.0731201,0,0,0,0
38,639,902.9265137,0,0,0,0
38,640,898.4414673,0,0,0,0
38,641,893.3482056,0,0,0,0
38,642,892.2937012,0,0,0,0
38,643,883.3790283,0,0,0,0
38,644,879.3330078,0,0,0,0
38,645,873.2089233,0,0,0,0
38,646,872.2772217,0,0,0,0
38,647,870.5894775,0,0,0,0
38,648,864.3262329,0,0,0,0
38,649,846.763916,0,0,0,0
38,650,845.7643433,0,0,0,0
38,651,825.5570068,0,0,0,0
38,652,822.6951904,0,0,0,0
38,653,805.5472412,0,0,0,0
38,654,803.9326782,0,0,0,0
38,655,797.0891113,0,0,0,0
38,656,790.8949585,0,0,0,0
38,657,784.9456787,0,0,0,0
38,658,784.1810303,0,0,0,0
38,659,779.8620605,0,0,0,0
38,660,778.6359253,0,0,0,0
38,661,733.0609131,0,0,0,0
38,662,692.427124,0,0,0,0
38,663,673.8531494,0,0,0,0
38,664,657.9344482,0,0,0,0
38,665,640.8170166,0,0,0,0
38,666,621.3069458,0,0,0,0
38,667,594.31073,0,0,0,0
93,668,-0.9144891,0,0,0,0
93,669,-3.8646553,0,0,0,0
94,670,1889.105835,0,0,0,0
94,671,1875.6958008,0,0,0,0
94,672,1873.0527344,0,0,0,0
94,673,1866.1428223,0,0,0,0
94,674,1843.3883057,0,0,0,0
94,675,1834.4222412,0,0,0,0
94,676,1806.5720215,0,0,0,0
94,677,1782.649292,0,0,0,0
94,678,1760.5477295,0,0,0,0
94,679,1748.5952148,0,0,0,0
94,680,1746.8413086,0,0,0,0
94,681,1742.3441162,0,0,0,0
94,682,1730.3354492,0,0,0,0
94,683,1727.7684326,0,0,0,0
94,684,1715.2878418,0,0,0,0
94,685,1713.769165,0,0,0,0
94,686,1708.446167,0,0,0,0
94,687,1701.975708,0,0,0,0
94,688,1696.8804932,0,0,0,0
94,689,1691.6125488,0,0,0,0
94,690,1681.9903564,0,0,0,0
94,691,1678.4310303,0,0,0,0
94,692,1671.963623,0,0,0,0
94,693,1667.7672119,0,0,0,0
94,694,1660.4772949,0,0,0,0
94,695,1648.7731934,0,0,0,0
94,696,1630.2215576,0,0,0,0
94,697,1620.9301758,0,0,0,0
94,698,1617.0429688,0,0,0,0
94,699,1602.746582,0,0,0,0
94,700,1591.2929688,0,0,0,0
94,701,1559.072998,0,0,0,0
94,702,1542.6700439,0,0,0,0
94,703,1527.4573975,0,0,0,0
94,704,1513.4979248,0,0,0,0
94,705,1496.2086182,0,0,0,0
94,706,1484.8114014,0,0,0,0
94,707,1482.7991943,0,0,0,0
94,708,1472.3865967,0,0,0,0
94,709,1461.9047852,0,0,0,0
94,710,1458.5938721,0,0,0,0
94,711,1396.2954102,0,0,0,0
94,712,1387.1322021,0,0,0,0
94,713,1377.975708,0,0,0,0
94,714,1365.878418,0,0,0,0
94,715,1350.0686035,0,0,0,0
94,716,1308.6646729,0,0,0,0
94,717,1261.5224609,0,0,0,0
94,718,1245.227417,0,0,0,0
94,719,1229.9086914,0,0,0,0
94,720,1171.5737305,0,0,0,0
94,721,1138.4093018,0,0,0,0
94,722,1130.8380127,0,0,0,0
94,723,1127.680542,0,0,0,0
94,724,1117.8372803,0,0,0,0
94,725,1075.1311035,0,0,0,0
94,726,1042.9592285,0,0,0,0
94,727,1027.3361816,0,0,0,0
94,728,1024.0961914,0,0,0,0
94,729,1020.949707,0,0,0,0
94,730,996.9188843,0,0,0,0
94,731,971.5372314,0,0,0,0
94,732,965.638855,0,0,0,0
94,733,954.8657837,0,0,0,0
94,734,943.6013184,0,0,0,0
94,735,939.4846802,0,0,0,0
94,736,937.4171143,0,0,0,0
94,737,931.8362427,0,0,0,0
94,738,930.0065308,0,0,0,0
94,739,923.9451294,0,0,0,0
94,740,920.9696045,0,0,0,0
94,741,915.0090942,0,0,0,0
94,742,886.5706177,0,0,0,0
94,743,871.5338745,0,0,0,0
94,744,855.6033325,0,0,0,0
94,745,853.7669067,0,0,0,0
