"subc","nodes","x_coord","y_coord"
31,662,-157.755913661486,21.291573870238
32,663,-157.754046276814,21.2852373676105
32,664,-157.753901476072,21.2849181361631
32,665,-157.753844387109,21.2847918506635
32,666,-157.753844387109,21.2847918506635
32,667,-157.753825265723,21.284749553749
32,668,-157.753917786177,21.2847644006566
32,669,-157.754269488546,21.2847688514014
32,670,-157.754180096834,21.2846529692592
32,671,-157.754180096834,21.2846529692592
32,672,-157.754180096834,21.2846529692592
32,673,-157.754545080391,21.2846312254508
32,674,-157.7544600378,21.2845492009849
32,675,-157.7544600378,21.2845492009849
32,676,-157.7544600378,21.2845492009849
32,677,-157.754522213329,21.2844732874123
33,678,-157.753564093608,21.2859285604547
33,679,-157.753962831419,21.2861440236279
33,680,-157.753788900737,21.2858635097932
33,681,-157.753788900737,21.2858635097932
33,682,-157.753788900737,21.2858635097932
33,683,-157.754706027561,21.2863781962968
33,684,-157.754629702998,21.2862777195411
33,685,-157.75455337304,21.2861808274832
33,686,-157.754191207958,21.2856988448259
33,687,-157.754396977339,21.285933269305
33,688,-157.754461822055,21.2860373145705
33,689,-157.754305474018,21.2857610806094
33,690,-157.754261196797,21.2856716169516
33,691,-157.754261196797,21.2856716169516
33,692,-157.754786629299,21.2855379444206
33,693,-157.754320961243,21.2856514523527
33,694,-157.754667711945,21.2855141555539
33,695,-157.754667711945,21.2855141555539
34,696,-157.751957347753,21.288329119893
