"subc","nodes","x_coord","y_coord"
2,221,-157.751110377942,21.3241690036966
2,222,-157.751139780377,21.3241580202765
2,223,-157.751216122926,21.3241029394991
2,224,-157.751251446497,21.3240643585833
2,225,-157.751492328108,21.3238880923616
2,226,-157.751557001055,21.3238219939899
2,227,-157.751797806224,21.323392422922
2,228,-157.751862398231,21.3232217145106
2,229,-157.751874194638,21.3231721168997
2,230,-157.751903589879,21.3231390910962
2,231,-157.751903583583,21.3231170487129
2,232,-157.751968205268,21.3230454392956
2,233,-157.75207392687,21.3229022267564
2,234,-157.752120967708,21.3228802626141
2,235,-157.752132673284,21.3228527064873
2,236,-157.752226735176,21.3227315399287
2,237,-157.752332444187,21.3225552638144
2,238,-157.75242641165,21.3224451175482
2,239,-157.752467562828,21.3223900457641
2,240,-157.752532173721,21.3222853736711
2,241,-157.752637943886,21.3221476712781
2,242,-157.752667287865,21.3221091344291
2,243,-157.752743691568,21.3219439334658
2,244,-157.752773080513,21.3218888652789
2,245,-157.752837687809,21.321773171095
2,246,-157.752867070459,21.3216960596255
2,247,-157.752943439088,21.3215804526758
2,248,-157.753037415544,21.3215033699846
2,249,-157.75324893519,21.3213325752382
2,250,-157.753372370738,21.3212719708249
2,251,-157.753448756455,21.321211379002
2,252,-157.753830601401,21.3206330717589
2,253,-157.753983355747,21.3204568711877
2,254,-157.754359431542,21.3202419458092
2,255,-157.75454743032,21.3200932887743
2,256,-157.754758989536,21.3199059599921
2,257,-157.754929341816,21.3197462412961
2,258,-157.754970440833,21.3196856584664
2,259,-157.755017460987,21.3195975662747
2,260,-157.755017492463,21.3195479713618
2,261,-157.755187851038,21.3192615993434
2,262,-157.755187772797,21.319168009596
2,263,-157.755264146823,21.3190743532988
2,264,-157.755264132434,21.3190302685321
2,265,-157.755493242819,21.3185676311913
2,266,-157.755522602986,21.3184355054942
2,267,-157.755569561086,21.318308838682
2,268,-157.755751636029,21.3180389035726
2,269,-157.755828045128,21.3179067634864
2,270,-157.755828005558,21.3177856212095
2,271,-157.755839704838,21.3175983490846
2,272,-157.755874911498,21.3175047485453
2,273,-157.755951318798,21.3173726084592
